Date Reported,Company,Product,Reason,Severity Class,Status,State
20260708,Lupin Pharmaceuticals Inc.,"Glucagon Emergency Kit for Low Blood Sugar, Glucagon for Injection USP, 1mg per vial, Diluent for Glucagon, 1 mL syringe, Rx only, Manufactured for: Lupin Pharmaceuticals, Inc., Naples, FL 34108, Manufactured by: Lupin Limited, Nagpur - 441108, INDIA, NDC 70748-311-01",CGMP deviation: OOS result observed for the Gliding Force functionality test during 12-month long term stability testing.,Not Yet Classified,Ongoing,FL
20260708,"CareFusion 213, LLC","BD ChloraPrep Hi-Lite Orange, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol) packaged as: a) 25 x 26 mL applicators/case, NDC 54365-400-38, calatog number 930815NS: b) 50 x 26 mL appliactors/case, bulk catalog number 930815NSB; STERILE SOLUTION, CareFusion 123, LLC, El Paso, TX, subsidiary of Beckton, Dickson and Co.","Lack of assurance of sterility: Unsterilized ChloraPrep & PurPrep Applicators, intended for further processing and sterilization were instead distributed to customers outside of the intended distribution channel",Class II,Ongoing,TX
20260708,"CareFusion 213, LLC","BD ChloraPrep Clear, (2% w/v chlorhexidine gluconate (CHG), and 70% v/v isopropyl alcohol (IPA), Packaged as a) 100 x 3ml applicators/case, NDC 54365-400-32, catalog 930400NS; b) 250 x 3ml applicators/case, NDC 54365-400-32, bulk Catalog 930500NSB, Sterile Solution, CareFusion 123, LLC, El Paso, TX, subsidiary of Beckton, Dickson and Co.","Lack of assurance of sterility: Unsterilized ChloraPrep & PurPrep Applicators, intended for further processing and sterilization were instead distributed to customers outside of the intended distribution channel",Class II,Ongoing,TX
20260708,Lannett Company Inc.,"Dextroamphetamine Saccharate, Amphetamine Aspartate Monohydrate, Dextroamphetamine Sulfate and Amphetamine Sulfate Extended-Release Capsules, 5 mg, Rx Only, 100 capsules, Distributed by: Lannett Company, Inc., Philadelphia, PA 19136, NDC: 0527-0790-37.",Labeling: Label Mix-up: Capsules contain only immediate-release (IR) pellets while labeled as ER capsules.,Class II,Ongoing,IN
20260708,"Boehringer Ingelheim Pharmaceuticals, Inc.","Synjardy XR Tablets (empagliflozin and metformin hydrochloride extended-release tablets), 12.5/1000 mg, 60 Tablets per Bottle, Rx only, Distributed by: Boehringer Ingelheim Pharmaceuticals, Inc., Ridgefield, CT 06877 USA.  NDC: 00597-0300-45",CGMP Deviations: An incorrect detergent was used and the required swab sampling was not performed on a production hopper that had previously been used for a different product.,Class II,Ongoing,CT
20260701,Annora Pharma Private Limited,"Lacosamide Tablets, USP, C V, 100mg, Rx only, 60-count bottle, By: Annora Pharma Pvt., Ltd, Sangareddy -502313, Telangana, India, Manufactured for: Camber Pharmaceuticals, Inc., Piscataway, NJ 08854, NDC 31722-813-60.","Presence of a Foreign Tablets: Complaint received, possible mix-up of Selexipag 1000 mcg tablet in a bottle of Lacosamide Tablets USP, 100mg.",Class II,Ongoing,N/A
20260701,"Amgen, Inc.","Corlanor (ivabradine) tablets, 7.5mg, 60-count bottles, Rx Only, Amgen Inc., Thousand Oaks, CA 92130 Made In Italy. NDC 55513-810-60",Presence of Foreign Substance.,Class II,Ongoing,CA
20260701,"Amgen, Inc.","Corlanor (ivabradine) tablets, 5 mg, packaged in a) 14 tablets bottles (NDC 55513-800-99), and b) 60 tablet bottles (NDC 55513-800-60), Rx Only, Amgen Inc., Thousand Oaks, CA 92130 Made In Italy.",Presence of Foreign Substance.,Class II,Ongoing,CA
20260701,"CareFusion 213, LLC","BD ChloraPrep Clear, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA) 1 mL Applicator, 60 Applicators, Sterile Solution, Care Fusion 213, LLC, El Paso, TX 79912, subsidiary of Beckton, Dickinson and Co., NDC 54365-400-31.",Lack of Assurance of Sterility: Due to wrinkles in the paper lidding which may breach the seal   area.,Class II,Ongoing,TX
20260701,Ajanta Pharma USA Inc,"Fenofibrate Capsules, USP 200 mg, Rx only, 100 Capsules, Manufactured by: Ajanta Pharma Limited, India, Marketed by: Ajanta Pharma USA Inc. Bridgewater, NJ 08807, NDC 27241-120-04.",CGMP Deviations,Class II,Ongoing,NJ
20260701,"Amgen, Inc.","Sensipar (cinacalcet) Tablets, 60mg, 30-count bottles, Rx Only, Distributed by: Amge, One Amgen Center Drive, Thousand Oaks ,CA 91320-1799, Made in Japan. NDC 55513-074-30",CGMP Deviations,Class II,Ongoing,CA
20260701,Elevate Oral Care,"Povi-One, 10% Povidone-Iodine Oral Antiseptic, Packaged by Elevate Oral Care, LLC, 346 Pike Road, Suite 6, West Palm Beach, FL 33411, NDC 57511-0611-1.",sub potency,Class II,Ongoing,FL
20260701,Direct Rx,"DULOXETINE D/R, a) 30 mg (NDC 61919-482-30), 30 Caps; b) 30 mg (NDC 61919-482-60), 60 Caps; CYMBALTA, Packaged and Distributed by Direct Rx.",CGMP Deviations: Presence of N-nitroso-duloxetine impurity above FDA recommended interim limit,Class II,Ongoing,GA
20260701,"CareFusion 213, LLC","BD ChloraPrep FREPP Clear, (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA)  1.5 mL Applicator, 20 Applicators, Sterile Solution, Care Fusion 213, LLC, El Paso, TX 79912, subsidiary of Beckton, Dickinson and Co., NDC 54365-400-30.",Lack of Assurance of Sterility: Due to wrinkles in the paper lidding which may breach the seal   area.,Class II,Ongoing,TX
20260701,"Central Admixture Pharmacy Services, Inc.","Total Parental Nutrition - Pediatric PN Patient-Specific TPN Bag, (patient specific), Rx# 24-1269856-0-1Compound Volume 1295 mL per bag, Rx only, Single Dose Injection, Refrigerated Injection, Central Admixture Pharmacy Services, Boston, 55 6th Rd Woburn, Massachusetts 01801-1767.",Incorrect product formulation: bag did not contain copper and famotidine per label.,Class II,Ongoing,MA
20260701,The Harvard Drug Group LLC,"Carton Label: MAJOR, Methylergonovine Maleate Tablets, USP, 0.2 mg, 20 TABLETS (2 x 10), Rx only, Packaged and Distributed by: MAJOR PHARMACEUTICALS, Indianapolis, in 46268, NDC 0904-7282-10.  Blister Label: Methylergonovine Maleate Tablets, 0.2 mg, USP, One Tablet, Major Pharm/Indianapolis, IN 46268, NDC 0904-7282-10.",Subpotent Drug,Class II,Ongoing,OH
20260701,PReye LLC,"PReye Vitamin See Antioxidant Preservative Free Eye Drops, Distributed by: PReye, LLC, Golden, CO",Lack of Assurance of Sterility,Class II,Ongoing,CO
20260701,"CareFusion 213, LLC","BD ChloraPrep Clear (2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA)), 1 mL Applicator, 60 Applicators per inner Carton, Sterile Solution, Care Fusion 213, LLC, El Paso, TX 79912, subsidiary of Beckton, Dickinson and Co., NDC 54365-400-31.",Non-Sterility: Due to presence of Aspergillus penicillioides.,Class I,Ongoing,TX
20260701,"ANI Pharmaceuticals, Inc.","hydrOXYzine Hydrochloride Oral Solution, USP, 10 mg/5 mL, 473 mL (1 Pint), Rx only, Distributed by: ANI Pharmaceuticals, Inc., Baudette, MN 56623.  NDC: 70954-912-10",Presence of foreign substance,Class III,Ongoing,MN
20260701,SUN PHARMACEUTICAL INDUSTRIES INC,"Perampanel CIII Tablets, 6mg, Rx only, 30 Tablets, Mfd.by: Taro Pharmaceutical Industries Ltd., Haifa Bay, Israel 2624761, Dist. by: Sun Pharmaceutical Industries, Inc., Cranbury, NJ 08512, NDC 51672-4206-6",Labeling: Label Mix-up: 10mg Perampanel CIII tablet was found in a Perampanel CIII bottle labeled Perampanel 6 mg tablets.,Class II,Ongoing,NJ
20260701,"Amgen, Inc.","Sensipar (cinacalcet) Tablets, 90mg, 30-count bottles, Rx Only, Distributed by: Amge, One Amgen Center Drive, Thousand Oaks, CA 91320-1799, Made in Japan. NDC 55513-075-30",CGMP Deviations,Class II,Ongoing,CA
20260701,"Amgen, Inc.","Sensipar (cinacalcet) Tablets, 30mg, 30-count bottles, Rx Only, Distributed by: Amge, One Amgen Center Drive, Thousand Oaks ,CA 91320-1799, Made in Japan. NDC 55513-073-30",CGMP Deviations,Class II,Ongoing,CA
20260701,"CareFusion 213, LLC","BD ChloraPrep FREPP Clear,(2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA)) 1.5 mL Applicator, 20 Applicators, Sterile Solution, Care Fusion 213, LLC, El Paso, TX 79912, subsidiary of Beckton, Dickinson and Co., NDC 54365-400-30.",Non-Sterility: Due to presence of Aspergillus penicillioides. And Lack of Assurance of Sterility: Due to wrinkles in the paper lidding which may breach the seal   area.,Class I,Ongoing,TX
20260624,Keystone Industries,"DHP Topical Anesthetic Gel, Benzocaine 20%, Strawberry Flavor, 1 oz. (30 g), Manufactured for and Distributed by Dental Health Products, Inc, 2614 North Sugar Bush Road, New Franken, WI 54229. NDC 69634-020-30",Defective container:may contain bottles with incomplete seals,Class II,Ongoing,NJ
20260624,Dabur India Limited,"Med Pride, HYDROCORTISONE CREAM 1%, Net Wt. 1 oz (28.3g) tubes, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 30503 0.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Keystone Industries,"PureLife, TOPICAL ANESTHETIC GEL,  BENZOCAINE 20%, 1 oz (30mL), Strawberry Flavor, Manufactured for Pure Life, LLC,  Manufactured for PureLife LLC., Carson, CA 90810. NDC 68987-001-30",Defective container:may contain bottles with incomplete seals,Class II,Ongoing,NJ
20260624,Dabur India Limited,"Rapidol, Triple Antibiotic First Aid Ointment, Bacitracin Zinc 400 units, Neomycin Sulfate 3.5 mg, Polymyxin-B Sulfate 5,000 units, net wt. 2oz (57g) tubes, Distributed by/por: Pharmadel LLC, New Castle, DE 19720, Made in India, UPC 8 10096 77162 9.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Dabur India Limited,"Med Pride, Triple Antibiotic Ointment, Bacitracin Zinc (equivalent to 400 units), Neomycin Sulfate 5 mg, Polymixin B 5000 units, 0.9g packets, 144 packets per box, 130g, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 1 03 52410 30253 1.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Dabur India Limited,"Lucky Super Soft, First Aid Triple Antibiotic Ointment, Bacitracin zinc 400 units, neomycin sulphate 3.5 mg, polymyxin B sulphate 5000 units, Net Wt. 0.5 oz (14g) tubes, Manufactured for Delta Brands Inc., 580 White Plains Rd., Tarrytown, NY 10591 USA, Made in India, UPC 8 08829 10372 4.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Dabur India Limited,"Med Pride, Bacitracin Zinc Ointment, 1oz (28.3g) per tube, 72 tubes per case, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC X004WB4LKT.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,IntegraDose Compounding Services LLC,"Vasopressin 2 Units/2 mL in 0.9% Sodium Chloride, syringe, IntegraDose Compounding Services, LLC. 3650 Victoria St N, Suite 900, Shoreview, MN, NDC 71139-0190-1.",Subpotent Drug,Class II,Ongoing,MN
20260624,Inventia Healthcare Limited,"Chlorthalidone Tablets, USP, 25 mg, [100 or 1000] Tablets pr bottle, Rx only, Manufactured by: Inventia Healthcare Limited, Additional Ambernath, M.I.D.C., Ambernath (East) - 421506, INDIA.  Distributed by: Risiong Pharma Holdings, Inc., East Brunswick, NJ 08816.  NDC 100-tablet bottle: 64980-599-01; NDC 1000-tablet bottle: 64980-599-10",Failed Dissolution Specifications,Class II,Ongoing,
20260624,Keystone Industries,"Quala Dental Products, Topical Anesthetic Gel, 20 % Benzocaine, Strawberry Flavor Net Contents: 1 oz (30 g), Quala Dental Products, Made in USA for NDC Inc., 407 Sanford Road, Le Vergne, TN 37086, NDC 43128-034-30.",Defective container:may contain bottles with incomplete seals,Class II,Ongoing,NJ
20260624,Dabur India Limited,"Lucky Super Soft, Antifungal Athlete's Foot Cream, Clotrimazole 1% Cream, Net Wt. 1.5 oz (42.5g) Tubes, Manufactured for Delta Brands Inc., 580 White Plains Rd., Tarrytown, NY 10591 USA, Made in India, UPC 8 08829 10461 5.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Dabur India Limited,"Med Pride, HYDROCORTISONE CREAM 1%, Net Wt. 16oz (454g) tubes, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 305061.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Dabur India Limited,"Med Pride, Bacitracin Zinc Ointment, 500 units, 1oz (28.3g) tubes, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 30354 8.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,PAI Holdings LLC,"VistaPharm, KERR INSTA-CHAR IN AN AQUEOUS BASE WITH CHERRY FLAVOR, 50 Grams Activated Charcoal in 240 ml (8 fl oz), distributed by: VistaPharm, Inc., Largo. FL 33771, NDC 66689-202-08.",Does Not Meet USP or OTC Monograph: Product did not meet the Over-the-Counter (OTC) Monograph M023,Class II,Ongoing,SC
20260624,PAI Holdings LLC,"VistaPharm, KERR INSTA-CHAR IN AN SORBITOL BASE WITH CHERRY FLAVOR, 25 Grams Activated Charcoal in 26 Grams Sorbitol in 120 mL (4 fl oz), distributed by: VistaPharm, Inc., Largo. FL 33771, NDC 66689-203-04.",Does Not Meet USP or OTC Monograph: Product did not meet the Over-the-Counter (OTC) Monograph M023,Class II,Ongoing,SC
20260624,PAI Holdings LLC,"VistaPharm, KERR INSTA-CHAR IN AN AQUEOUS BASE WITH CHERRY FLAVOR, 25 Grams Activated Charcoal in 120 ml (4 fl oz), distributed by: VistaPharm, Inc., Largo. FL 33771, NDC 66689-202-04.",Does Not Meet USP or OTC Monograph: Product did not meet the Over-the-Counter (OTC) Monograph M023,Class II,Ongoing,SC
20260624,Ajanta Pharma USA Inc,"Aripiprazole Tablets USP, Rx only, 30 mg, 30 tablets, Marketed by: Ajanta Pharma USA Inc., Bridgewater, NJ 08807, Made in India, NDC 27241-056-03.",Product Mix-Up:  A bottle containing Voriconazole Tablets 50 mg was labelled and distributed as Aripiprazole Tablets USP 30 mg.,Class II,Ongoing,NJ
20260624,Keystone Industries,"Burkhart topical anesthetic gel, benzocaine 20 %, Strawberry Flavor, 1 oz (30 mL), Manufactured for Burkhart Dental Supply, Tacoma, Washington, 98409. NDC: 43498-310-30",Defective container:may contain bottles with incomplete seals,Class II,Ongoing,NJ
20260624,Keystone Industries,"Dental City TOPICAL ANESTHETIC GEL,  BENZOCAINE 20%, Strawberry Flavor, 1 OZ (30 g), Distributed by Dental City, 3205 Yeager Dr., Green Bay, WI 54311. NDC 69483-001-30",Defective container:may contain bottles with incomplete seals,Class II,Ongoing,NJ
20260624,Dabur India Limited,"Lil Drug Store, Triple Antibiotic Ointment, Bacitracin Zinc (400 units), Neomycin Sulfate (3.5 mg), Polymyxin-B Sulfate (5000 units), net wt. 0.5 oz (14.2g), Product distributed by: Lil' Drug Store Products, Inc., 9300 Earhart Lane SW, Cedar Rapids, IA 52404, Made in India, UPC 3 66715 97310 8.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Keystone Industries,"safco SensiCaine-Ultra (20% Benzocaine), Topical Anesthetic Gel, Strawberry Flavor, 1 oz. (29.6mL),   Distributed by: Safco Dental Supply Co., Buffalo Grove, IL 60099, Made in USA, NDC 67239-0223-1.",Defective container:may contain bottles with incomplete seals,Class II,Ongoing,NJ
20260624,Dabur India Limited,"Med Pride, 1% Clotrimazole Antifungal Cream, Net Wt. 1oz (28.3g), Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 524103 0244 2.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Sandoz Inc,"Focalin XR (dexmethylphenidate HCl) 5 mg, 30 extended-release capsules per bottle, Rx only, Manufactured by Societal CDMO Gainesville, LLC, Gainesville, GA 30504.  NDC: 66758-235-31",Labeling: Incorrect or Missing Lot and/or Exp Date,Class III,Ongoing,NJ
20260624,Dabur India Limited,"Med Pride, Triple Antibiotic Ointment, Bacitracin Zinc 400 units, Neomycin Sulfate 5 mg, Polymyxin B 5000 units, 1oz (28.3g) tubes, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 30255 8.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,"Glenmark Pharmaceuticals Inc., USA","Alyacen 7/7/7, Norethindrone and Ethinyl Estradiol Tablets USP, 0.5mg/0.035mg, 0.75mg/0.035mg, 1 mg/0.0.35mg, 3 Blister Cards each containing 28 tablets, 28 day regimen, Rx only, Manufactured by: Glenmark Pharmaceuticals Ltd., Colvale-Bardez, Goa 403 513, India, Manufactured for: Glenmark Pharmaceuticals Inc., Mahwah, NJ 07430, NDC 68462-556-29",Failed Impurities/Degradation Specifications: This recall is being initiated due to out-of-specification results total impurities.,Class II,Ongoing,NJ
20260624,Dabur India Limited,"Circle K, triple antibiotic ointment, Bacitracin Zinc (400 units), Neomycin Sulfate (3.5 mg), Polymyxin-B Sulfate (5000 units), net wt. 0.5 oz (14.2g) tubes, Product manufactured for Lil' Drug Store Products, Inc., 9300 Earhart Lane SW, Cedar Rapids, IA 52404, Made in India, UPC 1 94283 65181 0.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,"Par Health USA, LLC","Buprenorphine HCl, CIII, Injection, 0.3 mg/mL, 5 x 1 mL Single Dose Vials per Carton, Rx Only, For Intramuscular or Intravenous use, Manufactured for: Endo USA, Malvern, PA 19355,  NDC 42023-179-05",Crystallization; identified as Buprenorphine free base,Class II,Ongoing,MI
20260624,Keystone Industries,"Pearson Quality Topical Anesthetic Gel (20% Benzocaine), Mint Flavor, Net Contents: 1 oz (3o g), Manufactured for: Pearson Dental Supply Inc., Sylmar, CA 91342 USA, NDC 43305-0009-3.",Defective container:may contain bottles with incomplete seals,Class II,Ongoing,NJ
20260624,PAI Holdings LLC,"VistaPharm, KERR INSTA-CHAR IN AN SORBITOL BASE WITH CHERRY FLAVOR, 50 Grams Activated Charcoal in 52 Grams Sorbitol in 240 mL (8 fl oz), distributed by: VistaPharm, Inc., Largo. FL 33771, NDC 66689-203-08.",Does Not Meet USP or OTC Monograph: Product did not meet the Over-the-Counter (OTC) Monograph M023,Class II,Ongoing,SC
20260624,Dabur India Limited,"Cura Hongos, Crema Antifungica, Clotrimazole 1%, 2oz (57g) tubes, Dist by/por: Pharmadel LLC, New Castle, DE 19720, Made in India, UPC 8 52924 00683 1.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260624,Dabur India Limited,"Med Pride, Bacitracin Zinc Ointment, 500 units, 0.9g packets Net Wt 130g, 144 count box, Manufactured for: Shield Line LLC, 59 Hook Road, Bayonne, NJ 07002 USA, Made in India, UPC 3 52410 30352 4.",CGMP Deviations; deficiencies observed during FDA inspection,Class II,Ongoing,
20260617,"Ascend Laboratories, LLC","Minocycline Hydrochloride Extended-Release Tablets, USP, 115 mg, 30-count bottle, Rx Only, Manufactured by: Alkem Laboratories Ltd., INDIA. Distributed by: Ascend Laboratories, LLC, Parsippany, NJ 07054.  NDC: 67877-644-30",Failed Dissolution Specifications: An out-of-specification (OOS) result was observed during the 9th month of dissolution test analysis,Class II,Ongoing,NJ
20260617,Haleon US Holdings LLC,"Gas-X Extra Strength, SIMETHICONE 125 mg/ANTIGAS, packaged in a) 120 SoftGels (UPC 3 00674 35041 9, b) 72 SoftGels (UPC 3 00439 00572 1), Distributed by: Haleon, Warren, NJ 07059.",Chemical Contamination: contamination with a diluted propylene glycol-based coolant from a machine leakage during the packaging process.,Class I,Ongoing,NJ
20260617,BEEKEEPER'S NATURALS USA INC.,"BEEKEEPER'S NATURALS Saline Nasal Spray, Sinus Congestion Rinse, Made with Propolis + Xylitol, 1 FL OZ (30 mL) per bottle, Manufactured For:  Beekeeper's Naturals USA Inc., Covina, CA 91789.",Microbial Contamination of Non-Sterile Products,Class I,Ongoing,CA
